Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1664200732.2757514,187,1664212192,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200733.275114,188,1664212193,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200734.274354,189,1664212194,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200735.2735023,190,1664212195,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200736.275262,191,1664212196,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200737.2751539,192,1664212197,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200738.2745202,193,1664212198,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200739.274372,194,1664212199,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200740.2753785,195,1664212140,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200741.2748058,196,1664212141,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200742.2746582,197,1664212142,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200743.2746115,198,1664212143,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200744.2747447,199,1664212144,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200745.2752786,200,1664212145,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200746.2752829,201,1664212146,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200747.2730708,202,1664212147,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200748.2746832,203,1664212148,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200749.2743196,204,1664212149,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200750.274195,205,1664212150,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200751.2732115,206,1664212151,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.900001525878906,326540.71875,4686821.5,19,T
1664200752.2748346,207,1664212152,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.79999923706055,326540.71875,4686821.5,19,T
1664200753.2749295,208,1664212153,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.79999923706055,326540.71875,4686821.5,19,T
1664200754.274065,209,1664212154,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.79999923706055,326540.71875,4686821.5,19,T
1664200755.273783,210,1664212155,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.79999923706055,326540.71875,4686821.5,19,T
1664200756.2746174,211,1664212156,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.400001525878906,326540.71875,4686821.5,19,T
1664200757.274727,212,1664212157,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.29999923706055,326540.71875,4686821.5,19,T
1664200758.274893,213,1664212158,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.29999923706055,326540.71875,4686821.5,19,T
1664200759.2742631,214,1664212159,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.29999923706055,326540.71875,4686821.5,19,T
1664200760.2746449,215,1664212160,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.29999923706055,326540.71875,4686821.5,19,T
1664200761.2741735,216,1664212161,0,GPS1_Frame,42.31432342529297,-71.10482025146484,49.29999923706055,326540.71875,4686821.5,19,T
1664200762.27407,217,1664212162,0,GPS1_Frame,42.3143196105957,-71.10482025146484,49.29999923706055,326540.71875,4686821.0,19,T
1664200763.273853,218,1664212163,0,GPS1_Frame,42.3143196105957,-71.10482025146484,49.29999923706055,326540.71875,4686821.0,19,T
1664200764.2750127,219,1664212164,0,GPS1_Frame,42.3143196105957,-71.10482025146484,49.29999923706055,326540.71875,4686821.0,19,T
1664200765.2748604,220,1664212165,0,GPS1_Frame,42.3143196105957,-71.10482025146484,49.29999923706055,326540.71875,4686821.0,19,T
1664200766.2728245,221,1664212166,0,GPS1_Frame,42.3143196105957,-71.10482025146484,49.29999923706055,326540.71875,4686821.0,19,T
1664200767.2727845,222,1664212167,0,GPS1_Frame,42.3143196105957,-71.10482025146484,49.20000076293945,326540.71875,4686821.0,19,T
1664200768.2736197,223,1664212168,0,GPS1_Frame,42.3143196105957,-71.10482025146484,49.20000076293945,326540.71875,4686821.0,19,T
1664200769.2736347,224,1664212169,0,GPS1_Frame,42.3143196105957,-71.10482025146484,48.900001525878906,326540.71875,4686821.0,19,T
1664200770.2741785,225,1664212170,0,GPS1_Frame,42.3143196105957,-71.10482025146484,48.400001525878906,326540.5625,4686821.0,19,T
1664200771.274445,226,1664212171,0,GPS1_Frame,42.3143196105957,-71.10482025146484,48.400001525878906,326540.5625,4686821.0,19,T
1664200772.274211,227,1664212172,0,GPS1_Frame,42.3143196105957,-71.10482025146484,48.400001525878906,326540.5625,4686821.0,19,T
1664200773.2710276,228,1664212173,0,GPS1_Frame,42.3143196105957,-71.10482025146484,48.400001525878906,326540.5625,4686821.0,19,T
1664200774.270692,229,1664212174,0,GPS1_Frame,42.3143196105957,-71.10482025146484,48.400001525878906,326540.5625,4686821.0,19,T
1664200775.2689116,230,1664212175,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.79999923706055,326540.4375,4686821.0,19,T
1664200776.2727854,231,1664212176,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.79999923706055,326540.4375,4686821.0,19,T
1664200777.2719474,232,1664212177,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.79999923706055,326540.4375,4686821.0,19,T
1664200778.270348,233,1664212178,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.400001525878906,326540.4375,4686821.0,19,T
1664200779.2753801,234,1664212179,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.400001525878906,326540.4375,4686821.0,19,T
1664200780.2747393,235,1664212180,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.400001525878906,326540.4375,4686821.0,19,T
1664200781.273571,236,1664212181,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.400001525878906,326540.4375,4686821.0,19,T
1664200782.273867,237,1664212182,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.400001525878906,326540.4375,4686821.0,19,T
1664200783.273304,238,1664212183,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.400001525878906,326540.4375,4686821.0,19,T
1664200784.2742405,239,1664212184,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.400001525878906,326540.4375,4686821.0,19,T
1664200785.2748232,240,1664212185,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.400001525878906,326540.4375,4686821.0,19,T
1664200786.2704923,241,1664212186,0,GPS1_Frame,42.3143196105957,-71.10482025146484,47.400001525878906,326540.4375,4686821.0,19,T
