Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter,Quality
1665533307.1031337,509,1665461307,0,GPS1_Frame,42.33723068237305,-71.0868911743164,15.5,328080.375,4689329.0,19,T,5
1665533308.1025212,510,1665461308,0,GPS1_Frame,42.33723449707031,-71.0868911743164,15.5,328080.46875,4689329.0,19,T,5
1665533309.0963914,511,1665461309,0,GPS1_Frame,42.33723831176758,-71.0868911743164,15.5,328080.40625,4689329.5,19,T,5
1665533310.107637,512,1665461310,0,GPS1_Frame,42.337242126464844,-71.0868911743164,15.5,328080.5625,4689330.0,19,T,5
1665533311.1050794,513,1665461311,0,GPS1_Frame,42.33724594116211,-71.0868911743164,15.5,328080.6875,4689330.5,19,T,5
1665533312.1029642,514,1665461312,0,GPS1_Frame,42.337249755859375,-71.0868911743164,15.399999618530273,328080.65625,4689331.0,19,T,5
1665533313.0978513,515,1665461313,0,GPS1_Frame,42.33725357055664,-71.0868911743164,15.5,328080.75,4689331.5,19,T,5
1665533314.1069937,516,1665461314,0,GPS1_Frame,42.337257385253906,-71.0868911743164,15.5,328080.78125,4689332.0,19,T,5
1665533315.1132267,517,1665461315,0,GPS1_Frame,42.33726119995117,-71.0868911743164,15.600000381469727,328080.875,4689332.5,19,T,5
1665533316.0987175,518,1665461316,0,GPS1_Frame,42.33726501464844,-71.08688354492188,15.5,328081.125,4689332.5,19,T,5
